
"	O
рассматрив	O
##аем	O
кандидатов	O
без	B-Опыт работы
опыта	I-Опыт работы
работы	O
!	O
!	O
!	O
от	O
16	O
лет	O
!	O
обязанности	O
:	O
продвигать	B-Обязанности
услуги	I-Обязанности
компании	I-Обязанности
консульт	B-Обязанности
##ировать	B-Обязанности
клиентов	I-Обязанности
по	I-Обязанности
действующим	I-Обязанности
тарифам	I-Обязанности
и	I-Обязанности
акциям	I-Обязанности
оформлять	B-Обязанности
заявки	I-Обязанности
на	I-Обязанности
подключение	I-Обязанности
вносить	B-Обязанности
данные	I-Обязанности
в	I-Обязанности
программу	I-Обязанности
вести	B-Обязанности
отчетность	I-Обязанности
требования	O
:	O
желание	B-Дополнительные требования
зарабатывать	I-Дополнительные требования
стремление	B-Дополнительные требования
к	I-Дополнительные требования
результату	I-Дополнительные требования
быть	B-Дополнительные требования
ориентирован	I-Дополнительные требования
##ным	I-Дополнительные требования
на	I-Обязанности
результат	I-Дополнительные требования
хот	B-Дополнительные требования
##еть	B-Дополнительные требования
расти	I-Дополнительные требования
и	I-Дополнительные требования
становится	I-Дополнительные требования
лучше	I-Дополнительные требования
ты	O
получ	O
##аешь	O
:	O
шанс	O
заработать	O
столько	O
,	O
сколько	O
зах	O
##оче	O
##шь	O
доп	O
.	O
мотива	O
##цию	O
в	O
первые	O
3	O
месяца	O
работы	O
в	O
размере	O
10	O
.	O
000	O
руб	O
опытного	O
наставника	O
который	O
науч	O
##ит	O
,	O
покажет	O
и	O
расскажет	O
команду	O
в	O
который	O
смож	O
##ешь	O
расти	I-Дополнительные требования
и	I-Дополнительные требования
развиваться	O
возможность	O
вносить	O
свои	O
идеи	O
для	O
реализации	O
в	O
работе	O
индивидуальный	B-График работы
график	I-График работы
работы	I-График работы
,	O
совмещение	B-График работы
с	I-График работы
учеб	I-График работы
##ой	I-График работы
возможность	O
завести	O
полезные	O
знакомства	O
трудоустро	O
##й	O
##ство	O
по	I-Обязанности
договору	O
гражданско	O
-	O
правового	O
характера	O
полный	O
доступ	O
к	O
онлайн	O
университету	O
компании	O
с	O
сотнями	O
книг	O
и	O
лекций	O
повысить	O
свой	O
уровень	O
компет	O
##енций	O
до	O
уровня	O
топ	O
если	O
тебя	O
заинтерес	O
##овала	O
данная	O
ваканс	O
##ия	O
я	O
жд	O
##у	O
именно	O
твой	O
отклик	O
.	O
до	O
встречи	O
на	O
собесед	O
##овании	O
!	O
"	O

"	O
возможность	O
работать	O
с	B-Опыт работы
16	I-Опыт работы
лет	I-Опыт работы
!	O
условия	O
:	O
работа	B-График работы
в	I-График работы
дневное	I-График работы
либо	I-График работы
вечернее	I-График работы
время	I-График работы
время	B-График работы
работы	I-График работы
4	I-График работы
часа	I-График работы
в	I-График работы
день	I-График работы
(	B-График работы
с	I-График работы
13	I-График работы
.	I-График работы
00	I-График работы
до	I-График работы
17	I-График работы
.	I-График работы
00	I-График работы
,	I-График работы
либо	I-График работы
с	I-График работы
17	I-График работы
.	I-График работы
00	I-График работы
до	I-График работы
21	I-График работы
.	I-График работы
00	I-График работы
,	I-График работы
смены	B-График работы
можно	I-График работы
менять	I-График работы
)	I-График работы
график	B-График работы
подстра	I-График работы
##ивает	I-График работы
##е	I-График работы
под	I-График работы
себя	I-График работы
(	O
в	O
зависимости	O
от	O
учёбы	O
/	O
занятости	O
)	O
оплата	O
раз	O
в	O
месяц	O
премии	O
каждый	O
месяц	O
удобный	O
район	O
работы	O
трудоустро	O
##й	O
##ство	O
по	I-График работы
договору	O
гражданско	O
-	O
правового	O
характера	O
карьер	O
##ный	O
рост	O
нет	O
потолка	O
по	O
оплате	O
работы	O
сверх	O
.	O
плана	O
обязанности	O
:	O
консульта	B-Обязанности
##ция	B-Обязанности
по	I-График работы
услугам	I-Обязанности
связи	I-Обязанности
компании	I-Обязанности
оформление	B-Обязанности
заявок	I-Обязанности
заработ	O
##ай	O
на	O
мечту	O
!	O
*	O
не	O
удалён	O
##ная	O
работа	O
,	I-График работы
не	O
call	O
-	O
центр	O
также	O
ваканс	O
##ия	O
будет	O
интересна	O
кандидатам	O
с	B-Опыт работы
опытом	I-Опыт работы
работы	I-Опыт работы
в	I-Опыт работы
прямых	I-Опыт работы
продажах	I-Опыт работы
:	O
агент	B-Опыт работы
по	I-Опыт работы
продажам	I-Опыт работы
,	I-Опыт работы
специалист	B-Опыт работы
по	I-Опыт работы
работе	I-Опыт работы
с	I-Опыт работы
клиентами	I-Опыт работы
,	O
менеджер	B-Опыт работы
по	I-Опыт работы
продажам	I-Опыт работы
,	O
оператор	B-Опыт работы
колл	I-Опыт работы
-	I-Опыт работы
центра	I-Опыт работы
,	O
продавец	B-Опыт работы
-	I-Опыт работы
консультант	I-Опыт работы
.	O
"	O

"	O
рассматрив	O
##аем	O
кандидатов	O
без	B-Опыт работы
опыта	I-Опыт работы
работы	O
!	O
!	O
!	O
с	B-Опыт работы
16	I-Опыт работы
лет	I-Опыт работы
!	O
обязанности	O
:	O
продвигать	B-Обязанности
услуги	I-Обязанности
компании	I-Обязанности
(	I-Обязанности
интернет	I-Обязанности
,	I-Обязанности
тв	I-Обязанности
,	I-Обязанности
мобильная	I-Обязанности
связь	I-Обязанности
)	I-Обязанности
консульт	B-Обязанности
##ировать	B-Обязанности
клиентов	I-Обязанности
по	I-Обязанности
действующим	I-Обязанности
тарифам	I-Обязанности
и	I-Обязанности
акциям	I-Обязанности
оформлять	B-Обязанности
заявки	I-Обязанности
на	I-Обязанности
подключение	I-Обязанности
услуг	I-Обязанности
вести	B-Обязанности
отчетность	I-Обязанности
требования	O
:	O
желание	B-Дополнительные требования
работать	I-Дополнительные требования
и	I-Дополнительные требования
зарабатывать	I-Дополнительные требования
стремление	B-Дополнительные требования
к	I-Дополнительные требования
личному	I-Дополнительные требования
результату	I-Дополнительные требования
позитивный	B-Дополнительные требования
настрой	I-Дополнительные требования
умение	B-Дополнительные требования
работать	I-Дополнительные требования
в	I-Дополнительные требования
команде	I-Дополнительные требования
ты	O
получ	O
##аешь	O
:	O
индивидуальный	B-График работы
график	I-График работы
работы	I-График работы
,	O
совмещение	B-График работы
с	I-График работы
учеб	I-График работы
##ой	I-График работы
возможность	B-График работы
взять	I-График работы
свободное	I-График работы
посещение	I-График работы
от	I-График работы
учебы	I-График работы
(	O
прохождение	B-График работы
практики	I-График работы
)	O
шанс	O
заработать	O
столько	O
,	O
сколько	O
зах	O
##оче	O
##шь	O
с	O
первого	O
дня	O
доп	O
.	O
мотива	O
##цию	O
в	O
первые	O
3	O
месяца	O
работы	O
в	O
размере	O
9	O
.	O
000	O
руб	O
опытного	O
наставника	O
,	O
который	O
науч	O
##ит	O
,	I-Обязанности
покажет	O
и	O
расскажет	O
команду	O
в	O
который	O
смож	O
##ешь	O
расти	O
и	O
развиваться	O
возможность	O
вносить	O
свои	O
идеи	O
для	O
реализации	O
в	O
работе	O
возможность	O
завести	O
полезные	O
знакомства	O
официальное	O
трудоустро	O
##й	O
##ство	O
по	I-Обязанности
договору	O
гражданско	O
-	O
правового	O
характера	O
корпоратив	O
##ное	O
обучение	O
(	O
простое	O
и	O
понятно	O
##е	O
)	I-Обязанности
повышение	O
своего	O
уровня	O
компет	O
##енций	O
до	O
уровня	O
топ	O
если	O
тебя	O
заинтерес	O
##овала	O
данная	O
ваканс	O
##ия	O
я	O
жд	I-График работы
##у	I-График работы
именно	O
твой	O
отклик	O
.	O
до	O
встречи	O
на	O
собесед	O
##овании	O
!	O
"	O

"	O
рассматрив	O
##аем	O
кандидатов	O
без	B-Опыт работы
опыта	I-Опыт работы
работы	O
!	O
!	O
!	O
с	O
16	O
лет	O
!	O
обязанности	O
:	O
продвигать	B-Обязанности
услуги	I-Обязанности
компании	I-Обязанности
консульт	B-Обязанности
##ировать	B-Обязанности
клиентов	I-Обязанности
по	I-Обязанности
действующим	I-Обязанности
тарифам	I-Обязанности
и	I-Обязанности
акциям	I-Обязанности
оформлять	B-Обязанности
заявки	I-Обязанности
на	I-Обязанности
подключение	I-Обязанности
вносить	B-Обязанности
данные	I-Обязанности
в	I-Обязанности
программу	I-Обязанности
вести	B-Обязанности
отчетность	I-Обязанности
требования	O
:	O
желание	O
зарабатывать	O
стремление	O
к	O
результату	O
быть	O
ориентирован	O
##ным	O
на	I-Обязанности
результат	O
хот	O
##еть	O
расти	O
и	O
становится	O
лучше	O
ты	O
получ	O
##аешь	O
:	O
шанс	O
заработать	O
столько	O
,	O
сколько	O
зах	O
##оче	O
##шь	O
доп	O
.	O
мотива	O
##цию	O
в	O
первые	O
3	O
месяца	O
работы	O
в	O
размере	O
9	O
.	O
000	O
руб	O
опытного	O
наставника	O
который	O
науч	O
##ит	O
,	O
покажет	O
и	O
расскажет	O
команду	O
в	O
который	O
смож	O
##ешь	O
расти	O
и	O
развиваться	O
возможность	O
вносить	O
свои	O
идеи	O
для	O
реализации	O
в	O
работе	O
индивидуальный	B-График работы
график	I-График работы
работы	I-График работы
,	O
совмещение	B-График работы
с	I-График работы
учеб	I-График работы
##ой	I-График работы
возможность	O
завести	O
полезные	O
знакомства	O
трудоустро	O
##й	O
##ство	O
по	I-Обязанности
договору	O
гражданско	O
-	O
правового	O
характера	O
полный	O
доступ	O
к	O
онлайн	O
университету	O
компании	O
с	O
сотнями	O
книг	O
и	O
лекций	O
повысить	O
свой	O
уровень	O
компет	O
##енций	O
до	O
уровня	O
топ	O
если	O
тебя	O
заинтерес	O
##овала	O
данная	O
ваканс	O
##ия	O
я	O
жд	O
##у	O
именно	O
твой	O
отклик	O
.	O
до	O
встречи	O
на	O
собесед	O
##овании	O
!	O
"	O

"	O
рассматрив	O
##аем	O
кандидатов	O
без	B-Опыт работы
опыта	I-Опыт работы
работы	I-Опыт работы
!	O
!	O
!	O
с	O
16	O
лет	O
!	O
обязанности	O
:	O
продвигать	B-Обязанности
услуги	I-Обязанности
компании	I-Обязанности
консульт	B-Обязанности
##ировать	B-Обязанности
клиентов	I-Обязанности
по	I-Обязанности
действующим	I-Обязанности
тарифам	I-Обязанности
и	I-Обязанности
акциям	I-Обязанности
оформлять	B-Обязанности
заявки	I-Обязанности
на	I-Обязанности
подключение	I-Обязанности
вносить	B-Обязанности
данные	I-Обязанности
в	I-Обязанности
программу	I-Обязанности
вести	B-Обязанности
отчетность	I-Обязанности
требования	O
:	O
желание	O
зарабатывать	O
стремление	O
к	O
результату	O
быть	O
ориентирован	O
##ным	O
на	I-Обязанности
результат	O
хот	O
##еть	O
расти	O
и	O
становится	O
лучше	O
ты	O
получ	O
##аешь	O
:	O
шанс	O
заработать	O
столько	O
,	O
сколько	O
зах	O
##оче	O
##шь	O
доп	O
.	O
мотива	O
##цию	O
в	O
первые	O
3	O
месяца	O
работы	O
в	O
размере	O
10	O
.	O
000	O
руб	O
опытного	O
наставника	O
который	O
науч	O
##ит	O
,	O
покажет	O
и	O
расскажет	O
команду	O
в	O
который	O
смож	O
##ешь	O
расти	O
и	O
развиваться	O
возможность	O
вносить	O
свои	O
идеи	O
для	O
реализации	O
в	O
работе	O
индивидуальный	B-График работы
график	I-График работы
работы	I-График работы
,	O
совмещение	B-График работы
с	I-График работы
учеб	I-График работы
##ой	I-График работы
возможность	O
завести	O
полезные	O
знакомства	O
трудоустро	O
##й	O
##ство	O
по	I-Обязанности
договору	O
гражданско	O
-	O
правового	O
характера	O
полный	O
доступ	O
к	O
онлайн	O
университету	O
компании	O
с	O
сотнями	O
книг	O
и	O
лекций	O
повысить	O
свой	O
уровень	O
компет	O
##енций	O
до	O
уровня	O
топ	O
если	O
тебя	O
заинтерес	O
##овала	O
данная	O
ваканс	O
##ия	O
я	O
жд	O
##у	O
именно	O
твой	O
отклик	O
.	O
до	O
встречи	O
на	O
собесед	O
##овании	O
!	O
"	O

"	O
тебе	O
16	B-Опыт работы
или	O
у	O
тебя	O
нет	B-Опыт работы
опыта	I-Опыт работы
,	O
но	O
есть	O
желание	O
много	O
зарабатывать	O
?	O
мы	O
крупнейший	O
в	O
росс	O
##ии	O
провайдер	O
.	O
нашими	O
услугами	O
пользуются	O
более	O
13	O
миллионов	O
граждан	O
!	O
и	O
именно	O
сейчас	O
мы	O
ищ	O
##ем	O
амбициоз	O
##ных	O
коллег	O
,	O
которые	O
хотят	O
зарабатывать	O
больше	O
100	O
тысяч	O
рублей	O
в	O
месяц	O
.	O
и	O
с	O
нами	O
это	O
возможно	O
!	O
что	O
входит	O
в	O
твои	O
обязанности	O
?	O
работать	B-Обязанности
с	I-Обязанности
теплой	I-Обязанности
базой	I-Обязанности
наших	I-Обязанности
клиентов	I-Обязанности
и	O
продавать	B-Обязанности
услуги	I-Обязанности
(	I-Обязанности
интернет	I-Обязанности
,	I-Обязанности
телевидение	I-Обязанности
,	I-Обязанности
мобильная	I-Обязанности
связь	I-Обязанности
)	I-Обязанности
по	O
телефону	O
или	O
через	O
личные	O
встречи	O
с	O
клиентами	O
—	O
выбирать	O
тебе	O
;	O
принимать	B-Обязанности
заявки	I-Обязанности
на	I-Обязанности
подключение	I-Обязанности
по	I-Обязанности
входящим	I-Обязанности
звонка	I-Обязанности
##м	I-Обязанности
ты	O
получ	O
##аешь	O
:	O
быстрое	O
и	O
качественное	O
обучение	O
совмещение	B-График работы
с	I-График работы
учеб	I-График работы
##ой	I-График работы
/	I-График работы
основной	I-График работы
работой	I-График работы
возможность	B-График работы
закрытия	I-График работы
практики	I-График работы
,	O
если	O
ты	O
студент	O
возможность	O
зарабатывать	O
от	O
100	O
тысяч	O
рублей	O
в	O
месяц	O
доп	O
.	O
мотива	O
##цию	O
в	O
первые	O
3	O
месяца	O
работы	O
в	O
размере	O
10	O
.	O
000	O
руб	O
опытного	O
руководителя	O
,	O
который	O
выведет	O
тебя	O
на	O
первую	O
продажу	O
уже	O
на	O
первой	O
неделе	O
стажировки	O
возможность	O
быстрого	O
карьер	O
##ного	O
роста	O
уже	O
спустя	O
3	O
месяца	O
работы	O
трудоустро	O
##й	O
##ство	O
по	O
договору	O
гражданско	O
-	O
правового	O
характера	O
с	O
16	O
лет	O
повышение	O
своего	O
уровня	O
компет	O
##енций	O
в	O
продажах	O
до	O
уровня	O
топ	O
опыт	O
не	O
обяз	O
##ателен	O
!	O
будет	B-Дополнительные требования
преимуществом	I-Дополнительные требования
,	O
если	O
ты	O
уже	O
работал	O
в	O
компаниях	O
:	O
м	B-Дополнительные требования
.	I-Дополнительные требования
видео	I-Дополнительные требования
,	I-Дополнительные требования
м	I-Дополнительные требования
##вид	I-Дополнительные требования
##ео	I-Дополнительные требования
,	O
эль	I-Дополнительные требования
##дора	I-Дополнительные требования
##до	I-Дополнительные требования
,	O
d	I-Дополнительные требования
##ns	I-Дополнительные требования
,	O
д	O
##нс	O
,	O
м	O
##тс	O
,	O
теле	I-Обязанности
##2	I-Обязанности
,	O
рт	I-Дополнительные требования
##к	I-Дополнительные требования
,	O
росте	I-Дополнительные требования
##лек	I-Дополнительные требования
##ом	I-Дополнительные требования
,	O
била	I-Дополнительные требования
##йн	I-Дополнительные требования
,	O
евро	I-Дополнительные требования
##сет	I-Дополнительные требования
##ь	I-Дополнительные требования
,	O
связ	I-Обязанности
##ной	I-Обязанности
,	O
мотив	O
,	O
первый	I-Дополнительные требования
сотовый	I-Дополнительные требования
,	I-Дополнительные требования
те	I-Дополнительные требования
##l	I-Дополнительные требования
##е	I-Дополнительные требования
##2	I-Дополнительные требования
,	O
s	I-Дополнительные требования
##а	I-Дополнительные требования
##ms	I-Дополнительные требования
##ung	I-Дополнительные требования
,	O
r	I-Дополнительные требования
##е	I-Дополнительные требования
:	O
st	I-Дополнительные требования
##о	I-Дополнительные требования
##r	I-Дополнительные требования
##е	I-Дополнительные требования
,	O
техноп	I-Дополнительные требования
##арк	I-Дополнительные требования
и	O
в	O
других	I-Дополнительные требования
магазинах	I-Дополнительные требования
цифровой	I-Дополнительные требования
и	I-Дополнительные требования
бытовой	I-Дополнительные требования
техники	I-Дополнительные требования
.	I-Дополнительные требования
мы	O
жд	O
##ем	O
тебя	O
в	O
нашей	O
друж	O
##ной	O
команде	O
топ	O
##овых	O
продаж	O
##ников	O
!	O
до	O
встречи	O
на	O
собесед	O
##овании	O
!	O
"	O

